League,match_id,phase,map_name,team1_name,team1_score,team2_name,team2_score,player_team,player_name,agents,role,kills,deaths,assists,acs,adr,rating,kast,first_kills,first_deaths,fk_diff,RIV,hs_pct,k2,k3,k4,k5,clutch_1v1,clutch_1v2,clutch_1v3,clutch_1v4,clutch_1v5,econ,plants,defuses,game_id,Year
VJC Split 1,628551,Phase 1: Lower Round 1,Pearl,REJECT,13,WEC C,4,WEC C,Cazkla,Neon,Duelist,7,17,7,142,96,0.41,71,2,5,-3,0.28,14,0,1,0,0,1,0,0,0,0,42,0,1,255121,2026
VJC Split 1,648100,Phase 2: Upper Quarterfinals,Pearl,FENNEL,13,WEC C,5,WEC C,Cazkla,Neon,Duelist,8,16,2,125,76,0.6,50,0,5,-5,-0.02,23,1,1,0,0,2,0,0,0,0,31,0,2,260509,2026
VJC Split 1,648100,Phase 2: Upper Quarterfinals,Haven,FENNEL,9,WEC C,13,WEC C,Cazkla,Neon,Duelist,8,20,6,113,76,0.3,59,1,6,-5,0.04,21,0,0,0,0,0,0,0,0,0,27,1,0,260510,2026
VJC Split 1,648100,Phase 2: Upper Quarterfinals,Lotus,FENNEL,13,WEC C,6,WEC C,Cazkla,Neon,Duelist,9,16,4,143,92,0.62,68,2,4,-2,0.26,13,2,0,0,0,1,0,0,0,0,34,0,1,260511,2026
VJC Split 1,648106,Phase 2: Lower Round 1,Split,WEC C,12,RIDDLE ORDER,14,WEC C,Cazkla,Neon,Duelist,19,21,6,211,115,0.79,69,2,5,-3,0.22,21,5,0,1,0,1,0,0,0,0,41,1,1,260527,2026
VJC Split 1,648106,Phase 2: Lower Round 1,Fracture,WEC C,6,RIDDLE ORDER,13,WEC C,Cazkla,Neon,Duelist,7,18,0,106,62,0.28,53,3,2,1,-0.07,4,0,0,0,0,0,0,0,0,0,23,0,0,260528,2026
VJC Split 1,614884,Advance Stage (A): Day 1,Haven,BC SWELL,13,WEC C,10,WEC C,Jinbay,Viper,Controller,11,14,5,139,105,0.79,65,1,2,-1,0.48,40,1,0,0,0,0,0,0,0,0,53,2,1,252074,2026
VJC Split 1,614891,Advance Stage (A): Day 3,Haven,QT DIG∞,13,WEC C,9,WEC C,Jinbay,Viper,Controller,13,16,6,181,137,0.85,68,1,2,-1,0.34,36,3,0,0,0,0,0,0,0,0,58,0,0,252095,2026
VJC Split 1,628545,Phase 1: Upper Round 1,Haven,Murash Gaming,13,WEC C,6,WEC C,Jinbay,Viper,Controller,9,13,3,144,91,0.74,53,1,0,1,0.19,15,2,0,0,0,0,0,0,0,0,42,2,0,255103,2026
VJC Split 1,628545,Phase 1: Upper Round 1,Bind,Murash Gaming,13,WEC C,6,WEC C,Jinbay,Viper,Controller,12,14,4,195,120,0.9,53,0,2,-2,0.08,26,2,0,0,1,0,0,0,0,0,50,1,0,255104,2026
VJC Split 1,648100,Phase 2: Upper Quarterfinals,Pearl,FENNEL,13,WEC C,5,WEC C,Jinbay,Viper,Controller,7,15,3,122,85,0.64,50,1,2,-1,-0.01,36,2,0,0,0,1,0,0,0,0,35,0,1,260509,2026
VJC Split 1,648100,Phase 2: Upper Quarterfinals,Lotus,FENNEL,13,WEC C,6,WEC C,Jinbay,Viper,Controller,8,15,4,133,80,0.57,47,0,3,-3,0.00,14,2,0,0,0,1,0,0,0,0,37,1,1,260511,2026
VJC Split 1,648106,Phase 2: Lower Round 1,Fracture,WEC C,6,RIDDLE ORDER,13,WEC C,Jinbay,Viper,Controller,11,15,6,180,124,0.94,63,1,1,0,0.15,29,1,1,0,0,0,0,0,0,0,46,0,0,260528,2026
VJC Split 1,614889,Advance Stage (A): Day 2,Corrode,NORTHEPTION Youth,11,WEC C,13,WEC C,Jinbay,Omen,Controller,15,15,7,165,92,0.87,75,1,2,-1,0.60,25,6,0,0,0,2,0,0,0,0,36,3,1,252087,2026
VJC Split 1,614884,Advance Stage (A): Day 1,Bind,BC SWELL,13,WEC C,2,WEC C,distinct,Clove,Controller,6,15,3,137,91,0.41,47,1,2,-1,-0.05,35,2,0,0,0,0,0,0,0,0,39,0,0,252072,2026
VJC Split 1,614884,Advance Stage (A): Day 1,Split,BC SWELL,13,WEC C,15,WEC C,distinct,Clove,Controller,14,21,9,152,105,0.72,61,1,2,-1,0.04,20,4,0,0,0,0,1,0,0,0,37,0,2,252073,2026
VJC Split 1,614884,Advance Stage (A): Day 1,Haven,BC SWELL,13,WEC C,10,WEC C,distinct,Clove,Controller,6,19,12,95,72,0.47,83,0,1,-1,0.19,23,0,0,0,0,1,0,0,0,0,29,1,1,252074,2026
VJC Split 1,614887,Advance Stage (A): Day 2,Split,WEC C,13,ZETA DIVISION Academy,9,WEC C,distinct,Clove,Controller,21,19,9,262,156,1.15,59,2,4,-2,0.18,31,3,2,1,0,1,0,0,0,0,57,0,1,252081,2026
VJC Split 1,614887,Advance Stage (A): Day 2,Bind,WEC C,13,ZETA DIVISION Academy,8,WEC C,distinct,Clove,Controller,16,16,6,230,169,1.01,67,1,3,-2,0.34,27,2,0,1,0,1,0,0,0,0,65,0,1,252345,2026
VJC Split 1,614889,Advance Stage (A): Day 2,Corrode,NORTHEPTION Youth,11,WEC C,13,WEC C,distinct,Clove,Controller,16,20,10,207,131,0.86,71,2,2,0,0.17,36,4,1,0,0,0,0,1,0,0,53,4,1,252087,2026
VJC Split 1,614889,Advance Stage (A): Day 2,Split,NORTHEPTION Youth,13,WEC C,15,WEC C,distinct,Clove,Controller,27,21,7,261,165,1.13,71,3,3,0,0.56,32,7,2,0,0,1,0,0,0,0,65,0,2,252088,2026
VJC Split 1,614891,Advance Stage (A): Day 3,Bind,QT DIG∞,13,WEC C,5,WEC C,distinct,Clove,Controller,12,17,1,191,125,0.57,56,3,4,-1,0.08,33,3,1,0,0,0,0,0,0,0,50,0,2,252093,2026
VJC Split 1,614891,Advance Stage (A): Day 3,Split,QT DIG∞,7,WEC C,13,WEC C,distinct,Clove,Controller,10,22,8,156,99,0.21,65,2,3,-1,-0.07,32,1,1,0,0,0,0,0,0,0,33,0,0,252094,2026
VJC Split 1,614891,Advance Stage (A): Day 3,Haven,QT DIG∞,13,WEC C,9,WEC C,distinct,Clove,Controller,20,20,6,244,156,0.91,73,3,0,3,0.26,33,3,1,0,0,0,0,0,0,0,58,1,0,252095,2026
VJC Split 1,628545,Phase 1: Upper Round 1,Split,Murash Gaming,6,WEC C,13,WEC C,distinct,Clove,Controller,16,18,4,226,131,0.81,58,3,5,-2,0.10,27,5,1,0,0,2,0,0,0,0,44,1,0,255102,2026
VJC Split 1,628545,Phase 1: Upper Round 1,Haven,Murash Gaming,13,WEC C,6,WEC C,distinct,Clove,Controller,14,17,6,187,124,0.78,63,1,2,-1,0.23,36,1,1,1,0,1,0,0,0,0,51,2,1,255103,2026
VJC Split 1,628545,Phase 1: Upper Round 1,Bind,Murash Gaming,13,WEC C,6,WEC C,distinct,Clove,Controller,7,18,3,111,83,0.36,63,1,3,-2,0.02,25,1,0,0,0,0,0,0,0,0,32,0,0,255104,2026
VJC Split 1,628551,Phase 1: Lower Round 1,Split,REJECT,13,WEC C,9,WEC C,distinct,Clove,Controller,14,23,7,173,105,0.68,73,2,3,-1,-0.14,28,2,1,0,0,0,1,0,0,0,37,0,2,255120,2026
VJC Split 1,628551,Phase 1: Lower Round 1,Pearl,REJECT,13,WEC C,4,WEC C,distinct,Clove,Controller,16,20,3,257,156,0.76,76,1,0,1,-0.15,32,3,1,0,0,0,0,0,0,0,58,1,0,255121,2026
VJC Split 1,648100,Phase 2: Upper Quarterfinals,Pearl,FENNEL,13,WEC C,5,WEC C,distinct,Clove,Controller,9,19,8,165,102,0.5,56,0,3,-3,-0.19,31,3,0,0,0,0,0,0,0,0,39,0,0,260509,2026
VJC Split 1,648100,Phase 2: Upper Quarterfinals,Haven,FENNEL,9,WEC C,13,WEC C,distinct,Clove,Controller,21,14,11,290,187,1.46,82,3,0,3,0.74,37,4,0,2,0,0,0,0,0,0,77,0,1,260510,2026
VJC Split 1,648100,Phase 2: Upper Quarterfinals,Lotus,FENNEL,13,WEC C,6,WEC C,distinct,Clove,Controller,13,20,8,200,132,0.72,95,1,4,-3,0.23,22,3,0,0,0,0,0,0,0,0,50,0,1,260511,2026
VJC Split 1,648106,Phase 2: Lower Round 1,Split,WEC C,12,RIDDLE ORDER,14,WEC C,distinct,Clove,Controller,11,26,8,134,80,0.29,62,2,6,-4,-0.38,32,2,0,1,0,0,0,0,0,0,25,0,0,260527,2026
VJC Split 1,648106,Phase 2: Lower Round 1,Fracture,WEC C,6,RIDDLE ORDER,13,WEC C,distinct,Clove,Controller,10,17,3,131,80,0.5,53,2,1,1,0.07,32,2,0,0,0,0,0,0,0,0,30,1,1,260528,2026
VJC Split 1,614908,Advance Stage (C): Day 1,Corrode,Murash Gaming,6,SCARZ,13,SCARZ,BRIAN,Sage,Sentinel,16,8,7,238,153,1.39,84,3,0,3,1.07,28,4,1,0,0,1,0,0,0,0,72,1,1,252129,2026
VJC Split 1,614914,Advance Stage (C): Day 2,Corrode,SCARZ,8,Insomnia,13,SCARZ,BRIAN,Sage,Sentinel,15,15,4,215,130,1.04,71,1,3,-2,0.29,44,2,0,1,0,0,0,0,0,0,55,0,0,252147,2026
VJC Split 1,614915,Advance Stage (C): Day 3,Corrode,DFM Academy,2,SCARZ,13,SCARZ,BRIAN,Sage,Sentinel,19,10,5,322,209,1.5,93,2,2,0,0.82,35,4,2,0,0,1,0,0,0,0,74,0,1,252151,2026
VJC Split 1,614911,Advance Stage (C): Day 1,Haven,SCARZ,13,BLUE BEES.ESP,5,SCARZ,BRIAN,Killjoy,Sentinel,11,9,3,140,109,0.99,83,1,2,-1,1.01,25,1,0,0,0,0,0,0,0,0,47,2,0,252139,2026
VJC Split 1,614914,Advance Stage (C): Day 2,Pearl,SCARZ,2,Insomnia,13,SCARZ,Medusa,Killjoy,Sentinel,8,13,1,161,111,0.51,60,1,4,-3,0.31,21,2,0,0,0,0,0,0,0,0,53,0,0,252148,2026
VJC Split 1,614911,Advance Stage (C): Day 1,Breeze,SCARZ,9,BLUE BEES.ESP,13,SCARZ,muto,Sova,Initiator,11,17,5,162,115,0.82,73,1,1,0,0.15,29,2,0,0,0,0,0,0,0,0,50,2,0,252138,2026
VJC Split 1,614911,Advance Stage (C): Day 1,Haven,SCARZ,13,BLUE BEES.ESP,5,SCARZ,muto,Sova,Initiator,16,8,6,248,168,1.48,94,1,0,1,1.02,41,1,2,0,0,0,0,0,0,0,104,6,0,252139,2026
VJC Split 1,614914,Advance Stage (C): Day 2,Pearl,SCARZ,2,Insomnia,13,SCARZ,muto,Sova,Initiator,5,13,3,108,75,0.4,47,0,0,0,0.12,28,1,0,0,0,0,0,0,0,0,33,4,0,252148,2026
VJC Split 1,614908,Advance Stage (C): Day 1,Corrode,Murash Gaming,6,SCARZ,13,SCARZ,muto,Fade,Initiator,12,15,4,179,124,0.78,89,3,4,-1,0.63,32,2,0,0,0,0,0,0,0,0,52,3,0,252129,2026
VJC Split 1,614908,Advance Stage (C): Day 1,Bind,Murash Gaming,11,SCARZ,13,SCARZ,muto,Fade,Initiator,9,18,4,95,72,0.58,63,0,3,-3,0.09,15,1,0,0,0,1,0,0,0,0,29,5,1,252130,2026
VJC Split 1,614911,Advance Stage (C): Day 1,Split,SCARZ,13,BLUE BEES.ESP,8,SCARZ,muto,Fade,Initiator,20,13,4,250,173,1.41,81,2,1,1,0.74,34,1,3,0,0,1,0,0,0,0,82,6,0,252302,2026
VJC Split 1,614914,Advance Stage (C): Day 2,Corrode,SCARZ,8,Insomnia,13,SCARZ,muto,Fade,Initiator,14,14,2,179,118,0.98,62,0,1,-1,0.29,29,5,0,0,0,0,0,0,0,0,52,6,1,252147,2026
VJC Split 1,614915,Advance Stage (C): Day 3,Bind,DFM Academy,1,SCARZ,13,SCARZ,muto,Fade,Initiator,11,6,9,221,149,1.35,100,0,0,0,1.09,25,1,0,1,0,0,0,0,0,0,94,2,0,252150,2026
VJC Split 1,614915,Advance Stage (C): Day 3,Corrode,DFM Academy,2,SCARZ,13,SCARZ,muto,Fade,Initiator,12,10,4,223,151,1.1,73,2,1,1,0.60,23,2,1,0,0,0,1,0,0,0,48,0,1,252151,2026
VJC Split 1,614908,Advance Stage (C): Day 1,Bind,Murash Gaming,11,SCARZ,13,SCARZ,BRIAN,Yoru,Duelist,25,15,1,253,151,1.43,67,2,4,-2,0.65,25,3,2,1,0,1,0,0,0,0,65,1,1,252130,2026
VJC Split 1,614911,Advance Stage (C): Day 1,Breeze,SCARZ,9,BLUE BEES.ESP,13,SCARZ,BRIAN,Yoru,Duelist,23,19,4,316,189,1.34,77,3,1,2,0.10,31,3,2,1,0,0,0,0,0,0,65,2,0,252138,2026
VJC Split 1,614911,Advance Stage (C): Day 1,Split,SCARZ,13,BLUE BEES.ESP,8,SCARZ,BRIAN,Yoru,Duelist,17,12,3,208,123,1.1,71,4,2,2,0.79,31,2,2,0,0,0,0,0,0,0,49,2,0,252302,2026
VJC Split 1,614914,Advance Stage (C): Day 2,Pearl,SCARZ,2,Insomnia,13,SCARZ,BRIAN,Yoru,Duelist,9,14,1,192,144,0.62,60,0,2,-2,0.13,56,1,1,0,0,0,0,0,0,0,52,0,0,252148,2026
VJC Split 1,614915,Advance Stage (C): Day 3,Bind,DFM Academy,1,SCARZ,13,SCARZ,BRIAN,Yoru,Duelist,17,6,6,332,202,1.72,93,4,1,3,0.95,22,3,1,0,0,0,0,0,0,0,80,0,0,252150,2026
VJC Split 1,614908,Advance Stage (C): Day 1,Bind,Murash Gaming,11,SCARZ,13,SCARZ,Gwangboong,Raze,Duelist,20,18,4,252,166,1.06,79,4,4,0,0.49,23,3,2,0,0,0,0,0,0,0,62,0,0,252130,2026
VJC Split 1,614911,Advance Stage (C): Day 1,Split,SCARZ,13,BLUE BEES.ESP,8,SCARZ,Gwangboong,Raze,Duelist,23,13,4,302,203,1.5,81,4,1,3,0.80,28,1,1,2,0,1,0,0,0,0,85,0,0,252302,2026
VJC Split 1,614915,Advance Stage (C): Day 3,Bind,DFM Academy,1,SCARZ,13,SCARZ,Gwangboong,Raze,Duelist,13,3,4,227,161,1.67,93,1,0,1,1.21,26,2,1,0,0,1,0,0,0,0,90,0,0,252150,2026
VJC Split 1,614908,Advance Stage (C): Day 1,Corrode,Murash Gaming,6,SCARZ,13,SCARZ,Gwangboong,Neon,Duelist,19,11,6,288,183,1.41,74,2,4,-2,0.75,34,3,3,0,0,0,0,0,0,0,77,0,0,252129,2026
VJC Split 1,614911,Advance Stage (C): Day 1,Haven,SCARZ,13,BLUE BEES.ESP,5,SCARZ,Gwangboong,Neon,Duelist,13,11,4,197,150,1.06,89,3,5,-2,0.99,32,2,1,0,0,0,0,0,0,0,50,0,1,252139,2026
VJC Split 1,614914,Advance Stage (C): Day 2,Corrode,SCARZ,8,Insomnia,13,SCARZ,Gwangboong,Neon,Duelist,11,21,4,154,93,0.38,57,5,5,0,0.00,45,1,1,0,0,0,0,0,0,0,34,0,0,252147,2026
VJC Split 1,614914,Advance Stage (C): Day 2,Pearl,SCARZ,2,Insomnia,13,SCARZ,Gwangboong,Neon,Duelist,11,13,1,216,129,0.96,60,3,4,-1,0.16,21,1,1,0,0,0,0,0,0,0,50,0,0,252148,2026
VJC Split 1,614915,Advance Stage (C): Day 3,Corrode,DFM Academy,2,SCARZ,13,SCARZ,Gwangboong,Neon,Duelist,13,10,2,222,131,1.13,93,1,1,0,0.69,23,3,1,0,0,0,1,0,0,0,51,1,1,252151,2026
VJC Split 1,614911,Advance Stage (C): Day 1,Breeze,SCARZ,9,BLUE BEES.ESP,13,SCARZ,Gwangboong,Jett,Duelist,16,14,1,188,117,1.01,64,4,2,2,0.53,50,4,1,0,0,0,0,0,0,0,50,0,1,252138,2026
VJC Split 1,614908,Advance Stage (C): Day 1,Corrode,Murash Gaming,6,SCARZ,13,SCARZ,Medusa,Viper,Controller,16,13,3,222,141,1,74,1,0,1,0.54,39,2,1,0,0,0,0,0,0,0,48,0,1,252129,2026
VJC Split 1,614908,Advance Stage (C): Day 1,Bind,Murash Gaming,11,SCARZ,13,SCARZ,Medusa,Viper,Controller,14,17,7,162,110,0.89,67,1,2,-1,0.32,23,1,1,0,0,0,0,0,0,0,48,0,0,252130,2026
VJC Split 1,614911,Advance Stage (C): Day 1,Breeze,SCARZ,9,BLUE BEES.ESP,13,SCARZ,Art,Viper,Controller,9,16,3,125,82,0.55,59,1,6,-5,0.20,22,2,0,0,0,1,0,0,0,0,35,1,0,252138,2026
VJC Split 1,614911,Advance Stage (C): Day 1,Haven,SCARZ,13,BLUE BEES.ESP,5,SCARZ,Medusa,Viper,Controller,20,10,6,295,189,1.5,89,5,1,4,1.05,37,3,2,0,0,1,0,0,0,0,89,2,1,252139,2026
VJC Split 1,614911,Advance Stage (C): Day 1,Split,SCARZ,13,BLUE BEES.ESP,8,SCARZ,Medusa,Viper,Controller,17,14,2,215,144,1.04,86,5,2,3,0.80,42,3,0,0,0,0,0,0,0,0,73,0,0,252302,2026
VJC Split 1,614914,Advance Stage (C): Day 2,Corrode,SCARZ,8,Insomnia,13,SCARZ,Medusa,Viper,Controller,13,16,3,168,115,0.8,52,2,2,0,0.17,38,2,1,0,0,0,0,0,0,0,51,0,0,252147,2026
VJC Split 1,614915,Advance Stage (C): Day 3,Bind,DFM Academy,1,SCARZ,13,SCARZ,Medusa,Viper,Controller,13,4,8,249,157,1.61,86,3,0,3,1.14,26,5,0,0,0,0,0,0,0,0,91,0,0,252150,2026
VJC Split 1,614915,Advance Stage (C): Day 3,Corrode,DFM Academy,2,SCARZ,13,SCARZ,Medusa,Viper,Controller,8,11,4,155,100,0.66,87,1,2,-1,0.71,24,2,0,0,0,0,0,0,0,0,35,0,0,252151,2026
VJC Split 1,614908,Advance Stage (C): Day 1,Corrode,Murash Gaming,6,SCARZ,13,SCARZ,Art,Omen,Controller,12,10,8,170,103,1.1,63,0,2,-2,0.65,9,3,0,0,0,0,0,0,0,0,43,0,0,252129,2026
VJC Split 1,614911,Advance Stage (C): Day 1,Haven,SCARZ,13,BLUE BEES.ESP,5,SCARZ,Art,Omen,Controller,16,14,5,237,132,1.02,61,0,0,0,0.21,21,3,2,0,0,0,0,0,0,0,51,0,0,252139,2026
VJC Split 1,614911,Advance Stage (C): Day 1,Split,SCARZ,13,BLUE BEES.ESP,8,SCARZ,Art,Omen,Controller,6,14,22,123,84,0.79,86,0,0,0,0.70,23,0,1,0,0,0,0,0,0,0,36,0,0,252302,2026
VJC Split 1,614914,Advance Stage (C): Day 2,Corrode,SCARZ,8,Insomnia,13,SCARZ,Art,Omen,Controller,15,15,4,193,112,1.16,76,0,2,-2,0.26,26,3,1,0,0,0,0,0,0,0,45,1,0,252147,2026
VJC Split 1,614915,Advance Stage (C): Day 3,Corrode,DFM Academy,2,SCARZ,13,SCARZ,Art,Omen,Controller,15,7,11,285,165,1.76,93,2,1,1,0.87,22,4,2,0,0,1,2,0,0,0,130,2,1,252151,2026
VJC Split 1,614908,Advance Stage (C): Day 1,Bind,Murash Gaming,11,SCARZ,13,SCARZ,Art,Brimstone,Controller,14,15,6,166,95,1.01,71,1,3,-2,0.41,18,1,2,0,0,1,0,0,0,0,39,3,1,252130,2026
VJC Split 1,614915,Advance Stage (C): Day 3,Bind,DFM Academy,1,SCARZ,13,SCARZ,Art,Brimstone,Controller,15,6,13,257,120,1.63,86,4,1,3,1.09,14,4,1,0,0,0,0,0,0,0,64,0,1,252150,2026
VJC Split 1,614911,Advance Stage (C): Day 1,Breeze,SCARZ,9,BLUE BEES.ESP,13,SCARZ,Medusa,Astra,Controller,16,15,4,195,140,0.99,64,1,2,-1,0.44,43,1,2,0,0,0,0,0,0,0,61,1,0,252138,2026
VJC Split 1,614914,Advance Stage (C): Day 2,Pearl,SCARZ,2,Insomnia,13,SCARZ,Art,Astra,Controller,8,13,8,162,110,0.78,80,0,1,-1,0.43,24,3,0,0,0,0,0,0,0,0,53,2,0,252148,2026
VJC Split 1,614898,Advance Stage (B): Day 1,Haven,IGZIST,13,Team SEIBI,1,Team SEIBI,Zan,Killjoy,Sentinel,7,12,2,184,137,0.55,57,0,4,-4,0.25,34,2,0,0,0,0,0,0,0,0,61,0,0,252103,2026
VJC Split 1,614901,Advance Stage (B): Day 2,Pearl,Team SEIBI,5,AGELITE,13,Team SEIBI,Kapi,Killjoy,Sentinel,12,14,1,203,141,0.81,61,3,3,0,0.30,20,3,0,0,0,0,0,0,0,0,55,0,0,252111,2026
VJC Split 1,614901,Advance Stage (B): Day 2,Haven,Team SEIBI,8,AGELITE,13,Team SEIBI,Zan,Killjoy,Sentinel,10,19,5,175,121,0.64,62,2,6,-4,-0.06,18,1,0,0,0,0,0,0,0,0,47,2,1,252112,2026
VJC Split 1,614903,Advance Stage (B): Day 2,Haven,CREST GAMING Zst,13,Team SEIBI,4,Team SEIBI,Zan,Killjoy,Sentinel,8,14,2,122,95,0.56,59,1,2,-1,0.31,33,2,0,0,0,0,0,0,0,0,40,0,0,252117,2026
VJC Split 1,614905,Advance Stage (B): Day 3,Pearl,Delight,13,Team SEIBI,5,Team SEIBI,Kapi,Killjoy,Sentinel,11,13,7,203,134,0.94,61,0,1,-1,0.25,22,3,1,0,0,0,0,0,0,0,58,0,0,252449,2026
VJC Split 1,614898,Advance Stage (B): Day 1,Haven,IGZIST,13,Team SEIBI,1,Team SEIBI,Han,Sova,Initiator,7,13,0,151,107,0.59,50,0,1,-1,0.02,30,1,0,0,0,0,0,0,0,0,48,0,0,252103,2026
VJC Split 1,614901,Advance Stage (B): Day 2,Haven,Team SEIBI,8,AGELITE,13,Team SEIBI,Han,Sova,Initiator,13,17,4,176,113,0.74,71,0,1,-1,0.18,25,1,0,1,0,1,0,0,0,0,47,2,1,252112,2026
VJC Split 1,614903,Advance Stage (B): Day 2,Haven,CREST GAMING Zst,13,Team SEIBI,4,Team SEIBI,Han,Sova,Initiator,11,16,4,208,143,0.76,65,1,0,1,0.03,32,2,0,0,0,0,0,0,0,0,64,0,0,252117,2026
VJC Split 1,614901,Advance Stage (B): Day 2,Pearl,Team SEIBI,5,AGELITE,13,Team SEIBI,Zan,KAY/O,Initiator,14,15,10,220,159,1.07,72,2,2,0,0.47,19,3,0,0,0,0,0,0,0,0,59,1,0,252111,2026
VJC Split 1,614905,Advance Stage (B): Day 3,Corrode,Delight,13,Team SEIBI,8,Team SEIBI,Zan,KAY/O,Initiator,10,19,11,150,95,0.59,67,0,0,0,0.04,20,1,0,0,0,0,0,0,0,0,36,1,0,252124,2026
VJC Split 1,614905,Advance Stage (B): Day 3,Pearl,Delight,13,Team SEIBI,5,Team SEIBI,Zan,KAY/O,Initiator,6,16,9,128,87,0.43,72,1,2,-1,0.28,13,1,0,0,0,0,0,0,0,0,34,0,0,252449,2026
VJC Split 1,614898,Advance Stage (B): Day 1,Bind,IGZIST,13,Team SEIBI,5,Team SEIBI,Han,Fade,Initiator,9,15,1,158,110,0.67,56,2,0,2,0.05,28,1,0,0,0,0,0,0,0,0,45,2,1,252102,2026
VJC Split 1,614901,Advance Stage (B): Day 2,Pearl,Team SEIBI,5,AGELITE,13,Team SEIBI,Han,Fade,Initiator,8,14,6,158,102,0.73,72,0,1,-1,0.23,36,2,0,0,0,0,0,0,0,0,38,8,0,252111,2026
VJC Split 1,614903,Advance Stage (B): Day 2,Split,CREST GAMING Zst,13,Team SEIBI,3,Team SEIBI,Han,Fade,Initiator,5,15,4,118,94,0.43,56,0,1,-1,0.04,22,0,0,0,0,0,0,0,0,0,37,5,0,252118,2026
VJC Split 1,614905,Advance Stage (B): Day 3,Corrode,Delight,13,Team SEIBI,8,Team SEIBI,Han,Fade,Initiator,13,17,5,182,128,0.74,62,1,1,0,0.18,24,1,2,0,0,0,0,1,0,0,55,5,0,252124,2026
VJC Split 1,614905,Advance Stage (B): Day 3,Pearl,Delight,13,Team SEIBI,5,Team SEIBI,Han,Fade,Initiator,14,13,5,216,147,1.02,78,1,1,0,0.55,32,2,2,0,0,0,0,0,0,0,61,1,1,252449,2026
VJC Split 1,614898,Advance Stage (B): Day 1,Bind,IGZIST,13,Team SEIBI,5,Team SEIBI,Zan,Yoru,Duelist,10,14,3,175,128,0.85,56,1,3,-2,0.18,27,3,0,0,0,1,0,0,0,0,49,0,1,252102,2026
VJC Split 1,614903,Advance Stage (B): Day 2,Split,CREST GAMING Zst,13,Team SEIBI,3,Team SEIBI,Zan,Yoru,Duelist,9,15,3,160,112,0.72,69,2,3,-1,0.25,35,1,1,0,0,0,0,0,0,0,43,1,0,252118,2026
VJC Split 1,614898,Advance Stage (B): Day 1,Bind,IGZIST,13,Team SEIBI,5,Team SEIBI,SIN,Waylay,Duelist,11,17,5,192,113,0.74,56,4,4,0,0.04,26,3,0,0,0,0,0,0,0,0,43,1,0,252102,2026
VJC Split 1,614898,Advance Stage (B): Day 1,Haven,IGZIST,13,Team SEIBI,1,Team SEIBI,SIN,Neon,Duelist,4,14,1,104,70,0.24,50,0,1,-1,0.05,33,0,0,0,0,0,0,0,0,0,27,0,0,252103,2026
VJC Split 1,614901,Advance Stage (B): Day 2,Pearl,Team SEIBI,5,AGELITE,13,Team SEIBI,SIN,Neon,Duelist,15,16,3,242,159,1.01,67,2,2,0,0.14,23,4,1,0,0,0,0,0,0,0,58,0,0,252111,2026
VJC Split 1,614901,Advance Stage (B): Day 2,Haven,Team SEIBI,8,AGELITE,13,Team SEIBI,SIN,Neon,Duelist,20,16,5,270,170,1.36,67,2,5,-3,0.33,38,1,2,0,1,0,1,0,0,0,62,0,2,252112,2026
VJC Split 1,614903,Advance Stage (B): Day 2,Haven,CREST GAMING Zst,13,Team SEIBI,4,Team SEIBI,SIN,Neon,Duelist,11,15,7,217,155,0.92,76,2,4,-2,0.34,30,2,1,0,0,0,0,0,0,0,61,2,0,252117,2026
VJC Split 1,614903,Advance Stage (B): Day 2,Split,CREST GAMING Zst,13,Team SEIBI,3,Team SEIBI,SIN,Neon,Duelist,11,15,3,198,116,0.88,63,1,2,-1,0.02,24,2,1,0,0,1,0,0,0,0,43,0,0,252118,2026
VJC Split 1,614905,Advance Stage (B): Day 3,Corrode,Delight,13,Team SEIBI,8,Team SEIBI,SIN,Neon,Duelist,15,16,5,212,134,1.02,62,4,7,-3,0.38,26,2,0,2,0,1,0,0,0,0,50,0,2,252124,2026
VJC Split 1,614905,Advance Stage (B): Day 3,Pearl,Delight,13,Team SEIBI,5,Team SEIBI,SIN,Neon,Duelist,14,14,1,211,119,0.79,56,5,6,-1,0.43,13,3,1,0,0,0,0,0,0,0,48,0,0,252449,2026
VJC Split 1,614898,Advance Stage (B): Day 1,Bind,IGZIST,13,Team SEIBI,5,Team SEIBI,Kapi,Viper,Controller,5,13,0,68,48,0.43,50,0,1,-1,0.17,56,1,0,0,0,0,0,0,0,0,22,1,0,252102,2026
VJC Split 1,614898,Advance Stage (B): Day 1,Haven,IGZIST,13,Team SEIBI,1,Team SEIBI,Kapi,Viper,Controller,5,13,2,122,92,0.55,29,0,3,-3,-0.13,37,0,1,0,0,0,0,0,0,0,38,0,1,252103,2026
VJC Split 1,614901,Advance Stage (B): Day 2,Haven,Team SEIBI,8,AGELITE,13,Team SEIBI,Kapi,Viper,Controller,14,16,1,163,111,0.95,62,1,0,1,0.15,44,3,1,0,0,0,1,0,0,0,41,2,0,252112,2026
VJC Split 1,614903,Advance Stage (B): Day 2,Haven,CREST GAMING Zst,13,Team SEIBI,4,Team SEIBI,Kapi,Viper,Controller,12,15,2,209,122,0.78,65,1,1,0,0.06,30,2,1,0,0,0,0,0,0,0,53,0,1,252117,2026
