League,game_id,match_id,phase,map_name,team1_name,team1_score,team2_name,team2_score,agents,player_team,player_name,role,kills,deaths,assists,acs,adr,rating,kast,first_kills,first_deaths,fk_diff,RIV,hs_pct,k2,k3,k4,k5,clutch_1v1,clutch_1v2,clutch_1v3,clutch_1v4,clutch_1v5,econ,plants,defuses
VCK Split 1,252159,647405,Playoffs: Lower Final,Haven,Gen.G Global Academy,13,T1 Academy,4,Cypher,Gen.G Global Academy,Fric,Sentinel,14,11,6,243,168,1.23,82,1,0,1,0.62,29,4,0,0,0,1,0,0,0,0,59,0,0
VCK Split 1,252159,647405,Playoffs: Lower Final,Fracture,Gen.G Global Academy,15,T1 Academy,13,Cypher,Gen.G Global Academy,Fric,Sentinel,22,18,5,201,137,0.94,71,5,2,3,0.82,32,4,0,0,0,0,0,0,0,0,50,0,0
VCK Split 1,252159,647405,Playoffs: Lower Final,Haven,Gen.G Global Academy,13,T1 Academy,4,Sova,Gen.G Global Academy,RgoN,Initiator,9,6,2,108,71,1.03,82,0,1,-1,1.09,35,2,0,0,0,1,0,0,0,0,36,10,2
VCK Split 1,252159,647405,Playoffs: Lower Final,Split,Gen.G Global Academy,13,T1 Academy,9,Skye,Gen.G Global Academy,KiTae,Initiator,26,15,6,313,199,1.61,77,3,1,2,0.70,23,6,3,0,0,0,1,0,0,0,74,3,2
VCK Split 1,252159,647405,Playoffs: Lower Final,Fracture,Gen.G Global Academy,15,T1 Academy,13,Tejo,Gen.G Global Academy,RgoN,Initiator,19,20,6,194,139,0.97,75,2,3,-1,0.39,22,4,0,0,0,0,0,0,0,0,48,6,0
VCK Split 1,252159,647405,Playoffs: Lower Final,Fracture,Gen.G Global Academy,15,T1 Academy,13,Breach,Gen.G Global Academy,KiTae,Initiator,21,22,4,217,141,0.93,75,3,4,-1,0.25,22,4,0,1,0,1,0,0,0,0,46,4,1
VCK Split 1,252159,647405,Playoffs: Lower Final,Haven,Gen.G Global Academy,13,T1 Academy,4,Phoenix,Gen.G Global Academy,Sovereign,Duelist,16,7,4,275,188,1.64,88,3,0,3,0.91,46,4,1,0,0,0,0,0,0,0,100,1,1
VCK Split 1,252159,647405,Playoffs: Lower Final,Haven,Gen.G Global Academy,13,T1 Academy,4,Neon,Gen.G Global Academy,Raxcal,Duelist,13,8,3,231,143,1.32,82,4,3,1,0.85,14,2,1,0,0,0,0,0,0,0,71,0,0
VCK Split 1,252159,647405,Playoffs: Lower Final,Split,Gen.G Global Academy,13,T1 Academy,9,Waylay,Gen.G Global Academy,Sovereign,Duelist,18,15,7,238,160,1.26,82,6,2,4,0.72,25,5,1,0,0,1,0,0,0,0,67,1,1
VCK Split 1,252159,647405,Playoffs: Lower Final,Split,Gen.G Global Academy,13,T1 Academy,9,Neon,Gen.G Global Academy,Raxcal,Duelist,14,19,6,185,112,0.7,64,4,3,1,0.20,9,2,0,0,0,0,0,0,0,0,41,0,0
VCK Split 1,252160,647405,Playoffs: Lower Final,Fracture,Gen.G Global Academy,15,T1 Academy,13,Neon,Gen.G Global Academy,Raxcal,Duelist,25,18,7,266,179,1.39,82,6,1,5,0.76,20,4,1,0,0,1,0,0,0,0,67,0,1
VCK Split 1,252160,647405,Playoffs: Lower Final,Haven,Gen.G Global Academy,13,T1 Academy,4,Omen,Gen.G Global Academy,KiTae,Controller,12,11,3,183,105,0.96,76,3,2,1,0.66,34,2,0,0,0,0,0,0,0,0,38,0,0
VCK Split 1,252160,647405,Playoffs: Lower Final,Split,Gen.G Global Academy,13,T1 Academy,9,Viper,Gen.G Global Academy,Fric,Controller,15,15,8,216,152,1.05,64,0,0,0,0.31,33,6,0,0,0,1,0,0,0,0,65,0,1
VCK Split 1,252160,647405,Playoffs: Lower Final,Split,Gen.G Global Academy,13,T1 Academy,9,Omen,Gen.G Global Academy,RgoN,Controller,12,17,6,148,90,0.75,86,2,1,1,0.42,17,0,1,0,0,0,0,0,0,0,32,2,0
VCK Split 1,252160,647405,Playoffs: Lower Final,Fracture,Gen.G Global Academy,15,T1 Academy,13,Brimstone,Gen.G Global Academy,Sovereign,Controller,17,17,23,187,122,0.99,89,1,1,0,1.02,30,4,0,0,0,1,0,0,0,0,44,1,1
VCK Split 1,252160,647405,Playoffs: Lower Final,Haven,Gen.G Global Academy,13,T1 Academy,4,Chamber,T1 Academy,Pkm,Sentinel,14,14,2,222,144,0.86,41,2,5,-3,0.17,47,3,2,0,0,0,0,0,0,0,61,0,0
VCK Split 1,252160,647405,Playoffs: Lower Final,Fracture,Gen.G Global Academy,15,T1 Academy,13,Cypher,T1 Academy,Satoru,Sentinel,24,25,8,243,153,0.99,71,5,3,2,0.17,20,7,1,0,0,0,0,0,0,0,48,1,0
VCK Split 1,252160,647405,Playoffs: Lower Final,Haven,Gen.G Global Academy,13,T1 Academy,4,Sova,T1 Academy,Gnadel,Initiator,11,12,2,207,144,0.9,65,0,1,-1,0.28,36,2,1,0,0,0,0,0,0,0,61,2,0
VCK Split 1,252160,647405,Playoffs: Lower Final,Split,Gen.G Global Academy,13,T1 Academy,9,Skye,T1 Academy,Gnadel,Initiator,16,15,5,186,129,0.99,100,2,3,-1,0.87,32,3,0,0,0,0,0,0,0,0,55,4,0
VCK Split 1,252160,647405,Playoffs: Lower Final,Fracture,Gen.G Global Academy,15,T1 Academy,13,Skye,T1 Academy,Gnadel,Initiator,8,19,9,92,56,0.6,71,1,4,-3,0.13,11,0,0,0,0,0,0,0,0,0,21,4,1
VCK Split 1,252167,647405,Playoffs: Lower Final,Haven,Gen.G Global Academy,13,T1 Academy,4,Phoenix,T1 Academy,Satoru,Duelist,5,12,7,127,92,0.65,53,1,2,-1,0.30,17,1,0,0,0,0,0,0,0,0,43,1,1
VCK Split 1,252167,647405,Playoffs: Lower Final,Haven,Gen.G Global Academy,13,T1 Academy,4,Neon,T1 Academy,TenTen,Duelist,8,13,2,145,99,0.64,71,2,1,1,0.40,16,0,0,0,0,0,0,0,0,0,44,0,0
VCK Split 1,252167,647405,Playoffs: Lower Final,Split,Gen.G Global Academy,13,T1 Academy,9,Waylay,T1 Academy,TenTen,Duelist,21,19,6,284,190,1.19,77,3,1,2,0.25,26,5,1,0,0,0,0,0,0,0,61,1,0
VCK Split 1,252167,647405,Playoffs: Lower Final,Split,Gen.G Global Academy,13,T1 Academy,9,Neon,T1 Academy,Pkm,Duelist,17,18,5,241,167,0.86,59,0,6,-6,0.20,37,4,2,0,0,0,1,0,0,0,59,1,0
VCK Split 1,252167,647405,Playoffs: Lower Final,Fracture,Gen.G Global Academy,15,T1 Academy,13,Neon,T1 Academy,Pkm,Duelist,24,20,8,240,174,1.21,68,0,5,-5,0.50,42,3,3,0,0,0,0,0,0,0,61,2,0
VCK Split 1,252167,647405,Playoffs: Lower Final,Fracture,Gen.G Global Academy,15,T1 Academy,13,Waylay,T1 Academy,TenTen,Duelist,22,20,6,213,131,1.09,71,5,3,2,0.50,26,4,3,0,0,0,0,0,0,0,40,1,1
VCK Split 1,252167,647405,Playoffs: Lower Final,Haven,Gen.G Global Academy,13,T1 Academy,4,Omen,T1 Academy,DarK,Controller,5,13,3,102,84,0.39,59,1,2,-1,0.36,32,1,0,0,0,0,0,0,0,0,37,2,0
VCK Split 1,252167,647405,Playoffs: Lower Final,Split,Gen.G Global Academy,13,T1 Academy,9,Omen,T1 Academy,DarK,Controller,15,16,6,181,100,0.96,86,0,0,0,0.40,29,1,0,1,0,0,0,0,0,0,43,3,0
VCK Split 1,252167,647405,Playoffs: Lower Final,Split,Gen.G Global Academy,13,T1 Academy,9,Viper,T1 Academy,Satoru,Controller,12,17,5,167,120,0.67,64,2,5,-3,0.30,23,3,0,0,0,0,0,0,0,0,50,1,0
VCK Split 1,252167,647405,Playoffs: Lower Final,Fracture,Gen.G Global Academy,15,T1 Academy,13,Brimstone,T1 Academy,DarK,Controller,17,20,22,204,143,1.11,82,0,2,-2,0.52,24,3,1,0,0,0,0,0,0,0,52,4,0
VCK Split 1,252168,647404,Playoffs: Lower Round 2,Lotus,T1 Academy,13,Dplus Esports,9,Vyse,Dplus Esports,CabezA,Sentinel,21,16,4,294,210,1.37,73,5,1,4,0.47,32,1,2,1,0,0,0,1,0,0,79,0,1
VCK Split 1,252168,647404,Playoffs: Lower Round 2,Lotus,T1 Academy,13,Dplus Esports,9,Fade,Dplus Esports,JaXe,Initiator,17,15,4,205,128,1,64,1,1,0,0.41,36,4,2,0,0,0,0,0,0,0,58,4,0
VCK Split 1,252168,647404,Playoffs: Lower Round 2,Breeze,T1 Academy,13,Dplus Esports,5,Sova,Dplus Esports,JaXe,Initiator,7,15,4,117,78,0.58,39,1,1,0,-0.05,30,1,0,0,0,0,0,0,0,0,29,3,0
VCK Split 1,252168,647404,Playoffs: Lower Round 2,Lotus,T1 Academy,13,Dplus Esports,9,Waylay,Dplus Esports,Kally,Duelist,20,14,3,260,175,1.4,73,3,2,1,0.54,37,5,0,1,0,0,0,0,0,0,72,0,1
VCK Split 1,252168,647404,Playoffs: Lower Round 2,Lotus,T1 Academy,13,Dplus Esports,9,Neon,Dplus Esports,Ramgi,Duelist,7,17,2,106,72,0.46,55,1,6,-5,0.06,21,2,0,0,0,0,0,0,0,0,28,1,0
VCK Split 1,252168,647404,Playoffs: Lower Round 2,Breeze,T1 Academy,13,Dplus Esports,5,Jett,Dplus Esports,Kally,Duelist,10,15,0,144,86,0.74,44,0,3,-3,-0.07,47,0,0,1,0,0,0,0,0,0,34,0,0
VCK Split 1,252168,647404,Playoffs: Lower Round 2,Breeze,T1 Academy,13,Dplus Esports,5,Neon,Dplus Esports,Ramgi,Duelist,11,17,1,190,120,0.66,44,1,3,-2,-0.21,32,3,0,0,0,0,0,0,0,0,48,0,0
VCK Split 1,252168,647404,Playoffs: Lower Round 2,Lotus,T1 Academy,13,Dplus Esports,9,Omen,Dplus Esports,shu,Controller,8,17,8,119,73,0.6,64,0,2,-2,0.08,22,1,0,0,0,0,0,0,0,0,35,1,0
VCK Split 1,252168,647404,Playoffs: Lower Round 2,Breeze,T1 Academy,13,Dplus Esports,5,Astra,Dplus Esports,shu,Controller,13,14,3,205,145,1.11,61,0,2,-2,0.13,22,1,1,0,0,0,0,0,0,0,59,0,1
VCK Split 1,252168,647404,Playoffs: Lower Round 2,Breeze,T1 Academy,13,Dplus Esports,5,Viper,Dplus Esports,CabezA,Controller,4,14,2,74,58,0.38,44,0,7,-7,0.11,25,0,0,0,0,0,0,0,0,0,25,2,0
VCK Split 1,252183,647404,Playoffs: Lower Round 2,Lotus,T1 Academy,13,Dplus Esports,9,Vyse,T1 Academy,Satoru,Sentinel,17,12,5,213,152,1.13,77,1,2,-1,0.85,18,1,1,1,0,0,0,1,0,0,61,0,0
VCK Split 1,252183,647404,Playoffs: Lower Round 2,Breeze,T1 Academy,13,Dplus Esports,5,Chamber,T1 Academy,DH,Sentinel,29,8,1,418,258,2.09,89,9,0,9,1.21,29,5,2,2,0,0,0,0,0,0,92,0,0
VCK Split 1,252183,647404,Playoffs: Lower Round 2,Lotus,T1 Academy,13,Dplus Esports,9,Fade,T1 Academy,Gnadel,Initiator,12,14,6,147,98,0.81,68,2,1,1,0.57,24,0,1,1,0,1,0,0,0,0,37,6,0
VCK Split 1,252183,647404,Playoffs: Lower Round 2,Breeze,T1 Academy,13,Dplus Esports,5,Sova,T1 Academy,Gnadel,Initiator,6,9,5,110,90,0.8,72,0,1,-1,0.73,24,0,0,0,0,0,0,0,0,0,36,2,0
VCK Split 1,252183,647404,Playoffs: Lower Round 2,Lotus,T1 Academy,13,Dplus Esports,9,Waylay,T1 Academy,DH,Duelist,24,15,1,294,186,1.39,68,5,1,4,0.55,27,3,3,1,0,0,0,0,0,0,68,0,1
VCK Split 1,252183,647404,Playoffs: Lower Round 2,Lotus,T1 Academy,13,Dplus Esports,9,Neon,T1 Academy,Pkm,Duelist,21,17,5,261,170,1.15,77,4,2,2,0.55,22,5,0,1,0,0,0,0,0,0,64,0,0
VCK Split 1,252183,647404,Playoffs: Lower Round 2,Breeze,T1 Academy,13,Dplus Esports,5,Yoru,T1 Academy,Pkm,Duelist,20,11,1,290,189,1.31,67,3,1,2,0.66,40,3,3,0,0,0,0,0,0,0,80,1,0
VCK Split 1,252183,647404,Playoffs: Lower Round 2,Lotus,T1 Academy,13,Dplus Esports,9,Omen,T1 Academy,DarK,Controller,5,15,14,90,64,0.57,77,0,4,-4,0.51,18,0,0,0,0,1,0,0,0,0,24,3,0
VCK Split 1,252183,647404,Playoffs: Lower Round 2,Breeze,T1 Academy,13,Dplus Esports,5,Viper,T1 Academy,Satoru,Controller,12,8,6,181,120,1.11,83,3,0,3,1.07,24,2,0,0,0,0,0,0,0,0,63,0,2
VCK Split 1,252183,647404,Playoffs: Lower Round 2,Breeze,T1 Academy,13,Dplus Esports,5,Omen,T1 Academy,DarK,Controller,8,9,7,129,88,0.92,78,1,0,1,0.83,35,1,0,0,0,0,1,0,0,0,39,2,0
VCK Split 1,252176,647403,Playoffs: Lower Round 1,Lotus,Dplus Esports,13,ARETE,3,Cypher,ARETE,Rico,Sentinel,6,15,2,117,87,0.37,50,2,1,1,0.10,29,1,0,0,0,0,0,0,0,0,34,0,0
VCK Split 1,252176,647403,Playoffs: Lower Round 1,Haven,Dplus Esports,13,ARETE,9,Veto,ARETE,XIV,Sentinel,15,16,1,158,111,0.96,59,1,1,0,0.24,26,2,0,1,0,2,0,0,0,0,44,0,1
VCK Split 1,252176,647403,Playoffs: Lower Round 1,Lotus,Dplus Esports,13,ARETE,3,KAY/O,ARETE,fl0wy,Initiator,12,15,5,209,139,0.9,56,1,1,0,0.06,22,1,1,1,0,0,0,0,0,0,54,2,0
VCK Split 1,252176,647403,Playoffs: Lower Round 1,Haven,Dplus Esports,13,ARETE,9,Gekko,ARETE,Rico,Initiator,10,17,9,150,99,0.75,64,2,3,-1,0.21,22,2,1,0,0,1,0,0,0,0,44,6,0
VCK Split 1,252176,647403,Playoffs: Lower Round 1,Lotus,Dplus Esports,13,ARETE,3,Fade,ARETE,kaiju,Initiator,7,14,4,136,91,0.66,56,2,1,1,0.15,33,2,0,0,0,0,0,0,0,0,35,2,0
VCK Split 1,252176,647403,Playoffs: Lower Round 1,Haven,Dplus Esports,13,ARETE,9,Sova,ARETE,fl0wy,Initiator,11,16,6,157,118,0.73,68,0,2,-2,0.29,18,1,1,0,0,1,0,0,0,0,50,0,0
VCK Split 1,252176,647403,Playoffs: Lower Round 1,Lotus,Dplus Esports,13,ARETE,3,Jett,ARETE,JaebiN,Duelist,10,15,3,198,131,0.67,63,3,4,-1,0.22,24,2,0,0,0,0,0,0,0,0,51,0,0
VCK Split 1,252176,647403,Playoffs: Lower Round 1,Haven,Dplus Esports,13,ARETE,9,Neon,ARETE,JaebiN,Duelist,15,20,1,204,131,0.76,55,4,3,1,-0.11,18,2,1,0,0,0,0,0,0,0,45,0,0
VCK Split 1,252176,647403,Playoffs: Lower Round 1,Lotus,Dplus Esports,13,ARETE,3,Omen,ARETE,XIV,Controller,10,14,3,182,117,0.85,50,1,0,1,-0.03,13,2,0,0,0,0,0,0,0,0,45,0,1
VCK Split 1,252176,647403,Playoffs: Lower Round 1,Haven,Dplus Esports,13,ARETE,9,Omen,ARETE,kaiju,Controller,15,18,12,216,143,0.89,73,3,3,0,0.41,34,2,1,0,0,0,0,0,0,0,53,0,0
VCK Split 1,252161,647403,Playoffs: Lower Round 1,Lotus,Dplus Esports,13,ARETE,3,Vyse,Dplus Esports,CabezA,Sentinel,16,10,4,263,178,1.28,94,2,1,1,0.88,39,3,1,0,0,0,0,0,0,0,63,0,0
VCK Split 1,252161,647403,Playoffs: Lower Round 1,Haven,Dplus Esports,13,ARETE,9,Cypher,Dplus Esports,CabezA,Sentinel,19,13,11,250,167,1.43,82,4,1,3,0.90,16,5,0,0,0,0,0,0,0,0,74,2,1
VCK Split 1,252161,647403,Playoffs: Lower Round 1,Lotus,Dplus Esports,13,ARETE,3,Fade,Dplus Esports,JaXe,Initiator,10,7,3,157,100,1.13,81,0,1,-1,0.87,21,2,0,0,0,1,0,0,0,0,43,8,0
VCK Split 1,252161,647403,Playoffs: Lower Round 1,Haven,Dplus Esports,13,ARETE,9,Sova,Dplus Esports,JaXe,Initiator,11,11,5,113,69,0.87,77,2,1,1,0.90,21,1,0,0,0,0,0,0,0,0,33,4,0
VCK Split 1,252161,647403,Playoffs: Lower Round 1,Lotus,Dplus Esports,13,ARETE,3,Neon,Dplus Esports,Ramgi,Duelist,20,11,3,348,230,1.54,81,2,2,0,0.55,23,2,2,1,0,0,0,0,0,0,83,0,0
VCK Split 1,252161,647403,Playoffs: Lower Round 1,Lotus,Dplus Esports,13,ARETE,3,Waylay,Dplus Esports,Kally,Duelist,9,12,4,173,115,0.61,75,2,4,-2,0.66,23,1,1,0,0,0,0,0,0,0,44,0,1
VCK Split 1,252161,647403,Playoffs: Lower Round 1,Haven,Dplus Esports,13,ARETE,9,Neon,Dplus Esports,Ramgi,Duelist,18,15,7,250,170,1.08,68,3,3,0,0.59,22,7,0,0,0,0,0,0,0,0,73,0,0
VCK Split 1,252161,647403,Playoffs: Lower Round 1,Haven,Dplus Esports,13,ARETE,9,Phoenix,Dplus Esports,Kally,Duelist,15,14,6,192,135,1.06,82,1,2,-1,0.67,47,3,0,1,0,0,0,0,0,0,55,1,0
VCK Split 1,252161,647403,Playoffs: Lower Round 1,Lotus,Dplus Esports,13,ARETE,3,Omen,Dplus Esports,shu,Controller,18,5,3,271,184,1.9,94,1,1,0,1.11,33,3,1,0,0,1,1,0,0,0,98,3,1
VCK Split 1,252161,647403,Playoffs: Lower Round 1,Haven,Dplus Esports,13,ARETE,9,Omen,Dplus Esports,shu,Controller,23,13,13,282,177,1.6,77,2,3,-1,0.93,37,7,0,0,1,0,1,0,0,0,72,2,0
VCK Split 1,252162,647402,Playoffs: Lower Round 1,Haven,T1 Academy,13,DRX Academy,1,Cypher,DRX Academy,Athan,Sentinel,1,11,0,32,31,0.08,29,1,1,0,0.26,11,0,0,0,0,0,0,0,0,0,16,0,0
VCK Split 1,252162,647402,Playoffs: Lower Round 1,Split,T1 Academy,13,DRX Academy,3,Skye,DRX Academy,Cloy,Initiator,3,13,7,62,39,0.29,56,0,2,-2,0.36,8,0,0,0,0,1,0,0,0,0,18,0,0
VCK Split 1,252162,647402,Playoffs: Lower Round 1,Haven,T1 Academy,13,DRX Academy,1,Sova,DRX Academy,Cloy,Initiator,8,11,1,187,124,0.85,43,0,0,0,-0.02,27,1,1,0,0,0,0,0,0,0,72,0,0
VCK Split 1,252162,647402,Playoffs: Lower Round 1,Split,T1 Academy,13,DRX Academy,3,Raze,DRX Academy,XoNs,Duelist,11,15,1,215,142,0.84,63,3,2,1,0.05,19,0,1,0,0,0,0,0,0,0,55,1,0
VCK Split 1,252162,647402,Playoffs: Lower Round 1,Split,T1 Academy,13,DRX Academy,3,Waylay,DRX Academy,Kyra,Duelist,11,14,1,206,133,0.78,63,2,3,-1,0.19,22,2,1,0,0,0,0,0,0,0,56,1,0
VCK Split 1,252162,647402,Playoffs: Lower Round 1,Haven,T1 Academy,13,DRX Academy,1,Jett,DRX Academy,XoNs,Duelist,9,12,0,194,125,0.81,50,1,3,-2,0.09,36,2,0,0,0,0,0,0,0,0,53,0,0
VCK Split 1,252162,647402,Playoffs: Lower Round 1,Haven,T1 Academy,13,DRX Academy,1,Neon,DRX Academy,Kyra,Duelist,3,14,2,79,50,0.05,36,2,4,-2,0.17,12,0,0,0,0,0,0,0,0,0,18,0,0
VCK Split 1,252162,647402,Playoffs: Lower Round 1,Split,T1 Academy,13,DRX Academy,3,Viper,DRX Academy,Athan,Controller,13,15,4,265,178,1.13,63,0,0,0,-0.17,27,3,0,0,0,0,0,0,0,0,75,0,1
VCK Split 1,252162,647402,Playoffs: Lower Round 1,Split,T1 Academy,13,DRX Academy,3,Omen,DRX Academy,apeX,Controller,9,13,5,172,110,0.75,75,0,4,-4,0.38,16,2,0,0,0,0,0,0,0,0,50,0,0
VCK Split 1,252162,647402,Playoffs: Lower Round 1,Haven,T1 Academy,13,DRX Academy,1,Omen,DRX Academy,apeX,Controller,10,12,8,226,156,1.08,86,1,1,0,0.44,24,1,0,0,0,0,0,0,0,0,66,0,0
VCK Split 1,252169,647402,Playoffs: Lower Round 1,Haven,T1 Academy,13,DRX Academy,1,Chamber,T1 Academy,DH,Sentinel,12,5,0,218,146,1.48,86,2,1,1,0.92,19,2,1,0,0,1,0,0,0,0,42,0,0
VCK Split 1,252169,647402,Playoffs: Lower Round 1,Split,T1 Academy,13,DRX Academy,3,Skye,T1 Academy,Gnadel,Initiator,11,8,10,221,164,1.4,94,1,0,1,0.93,34,1,1,0,0,2,0,0,0,0,69,8,0
VCK Split 1,252169,647402,Playoffs: Lower Round 1,Haven,T1 Academy,13,DRX Academy,1,Sova,T1 Academy,Gnadel,Initiator,8,4,4,136,100,1.28,100,0,1,-1,1.26,29,1,1,0,0,0,0,0,0,0,73,7,0
VCK Split 1,252169,647402,Playoffs: Lower Round 1,Split,T1 Academy,13,DRX Academy,3,Waylay,T1 Academy,DH,Duelist,21,9,4,360,209,1.8,94,7,0,7,0.81,33,2,3,0,0,0,0,0,0,0,69,0,2
VCK Split 1,252169,647402,Playoffs: Lower Round 1,Split,T1 Academy,13,DRX Academy,3,Neon,T1 Academy,Pkm,Duelist,12,11,3,195,136,0.85,75,2,3,-1,0.76,19,1,2,0,0,0,0,0,0,0,54,0,0
VCK Split 1,252169,647402,Playoffs: Lower Round 1,Haven,T1 Academy,13,DRX Academy,1,Neon,T1 Academy,Pkm,Duelist,20,7,2,395,239,1.99,79,6,2,4,0.57,22,4,1,1,0,0,0,0,0,0,98,0,0
VCK Split 1,252169,647402,Playoffs: Lower Round 1,Haven,T1 Academy,13,DRX Academy,1,Phoenix,T1 Academy,Satoru,Duelist,13,6,6,238,148,1.38,79,0,1,-1,0.88,21,2,2,0,0,0,0,0,0,0,71,1,0
VCK Split 1,252169,647402,Playoffs: Lower Round 1,Split,T1 Academy,13,DRX Academy,3,Viper,T1 Academy,Satoru,Controller,13,9,4,203,147,1.12,88,1,1,0,0.95,20,0,2,0,0,0,1,0,0,0,60,1,0
VCK Split 1,252169,647402,Playoffs: Lower Round 1,Split,T1 Academy,13,DRX Academy,3,Omen,T1 Academy,DarK,Controller,13,10,6,199,125,1.09,94,0,1,-1,0.87,18,3,1,0,0,0,0,0,0,0,50,1,0
VCK Split 1,252169,647402,Playoffs: Lower Round 1,Haven,T1 Academy,13,DRX Academy,1,Omen,T1 Academy,DarK,Controller,7,9,11,161,103,0.9,93,1,0,1,0.90,17,1,0,0,0,0,0,0,0,0,53,3,0
VCK Split 1,252170,647401,Playoffs: Grand Final,Lotus,ONSIDE GAMING,13,Gen.G Global Academy,10,Vyse,Gen.G Global Academy,Fric,Sentinel,13,18,3,160,112,0.69,48,2,3,-1,0.05,34,3,1,0,0,1,0,0,0,0,45,0,3
VCK Split 1,252170,647401,Playoffs: Grand Final,Breeze,ONSIDE GAMING,14,Gen.G Global Academy,12,Chamber,Gen.G Global Academy,Sovereign,Sentinel,17,21,4,193,126,0.74,62,4,5,-1,0.16,28,4,0,0,0,0,0,0,0,0,44,0,0
VCK Split 1,252170,647401,Playoffs: Grand Final,Lotus,ONSIDE GAMING,13,Gen.G Global Academy,10,Fade,Gen.G Global Academy,RgoN,Initiator,19,16,6,221,148,1.21,70,2,1,1,0.48,36,5,1,0,0,0,0,0,0,0,54,5,0
VCK Split 1,252170,647401,Playoffs: Grand Final,Bind,ONSIDE GAMING,13,Gen.G Global Academy,4,Skye,Gen.G Global Academy,KiTae,Initiator,10,16,4,194,128,0.72,53,1,1,0,-0.10,24,1,1,0,0,0,0,0,0,0,54,2,0
VCK Split 1,252170,647401,Playoffs: Grand Final,Breeze,ONSIDE GAMING,14,Gen.G Global Academy,12,Sova,Gen.G Global Academy,KiTae,Initiator,15,16,8,166,127,1.02,69,2,1,1,0.55,33,2,1,0,0,0,0,0,0,0,53,6,1
VCK Split 1,252170,647401,Playoffs: Grand Final,Lotus,ONSIDE GAMING,13,Gen.G Global Academy,10,Neon,Gen.G Global Academy,Raxcal,Duelist,14,20,8,192,128,0.81,74,3,4,-1,0.19,23,1,0,1,0,0,0,0,0,0,47,0,0
VCK Split 1,252170,647401,Playoffs: Grand Final,Lotus,ONSIDE GAMING,13,Gen.G Global Academy,10,Waylay,Gen.G Global Academy,Sovereign,Duelist,11,17,4,138,104,0.76,70,2,2,0,0.28,23,3,1,0,0,0,0,0,0,0,39,1,1
VCK Split 1,252170,647401,Playoffs: Grand Final,Bind,ONSIDE GAMING,13,Gen.G Global Academy,4,Neon,Gen.G Global Academy,Raxcal,Duelist,13,16,3,220,119,0.83,65,2,2,0,0.04,13,2,1,0,0,0,0,0,0,0,42,0,0
VCK Split 1,252170,647401,Playoffs: Grand Final,Bind,ONSIDE GAMING,13,Gen.G Global Academy,4,Waylay,Gen.G Global Academy,Sovereign,Duelist,9,15,3,157,111,0.63,71,0,1,-1,0.22,31,1,0,0,0,0,0,0,0,0,43,1,0
VCK Split 1,252170,647401,Playoffs: Grand Final,Breeze,ONSIDE GAMING,14,Gen.G Global Academy,12,Jett,Gen.G Global Academy,Raxcal,Duelist,20,21,4,220,153,1.02,69,5,3,2,0.25,32,4,1,0,0,0,0,0,0,0,53,0,0
VCK Split 1,252177,647401,Playoffs: Grand Final,Lotus,ONSIDE GAMING,13,Gen.G Global Academy,10,Omen,Gen.G Global Academy,KiTae,Controller,18,17,3,207,134,1.02,74,2,2,0,0.39,30,3,1,0,0,0,0,0,0,0,55,2,0
VCK Split 1,252177,647401,Playoffs: Grand Final,Bind,ONSIDE GAMING,13,Gen.G Global Academy,4,Brimstone,Gen.G Global Academy,RgoN,Controller,11,13,7,185,115,0.98,71,2,0,2,0.40,36,2,1,0,0,0,0,0,0,0,45,1,0
VCK Split 1,252177,647401,Playoffs: Grand Final,Bind,ONSIDE GAMING,13,Gen.G Global Academy,4,Viper,Gen.G Global Academy,Fric,Controller,6,14,2,95,69,0.46,53,2,6,-4,0.29,40,1,0,0,0,0,0,0,0,0,30,0,0
VCK Split 1,252177,647401,Playoffs: Grand Final,Breeze,ONSIDE GAMING,14,Gen.G Global Academy,12,Astra,Gen.G Global Academy,Fric,Controller,21,18,7,226,143,1.14,62,0,2,-2,0.30,22,5,1,0,0,1,0,0,0,0,46,0,3
VCK Split 1,252177,647401,Playoffs: Grand Final,Breeze,ONSIDE GAMING,14,Gen.G Global Academy,12,Viper,Gen.G Global Academy,RgoN,Controller,14,17,4,146,103,0.91,62,3,1,2,0.30,30,2,0,0,0,0,0,0,0,0,38,3,1
VCK Split 1,252177,647401,Playoffs: Grand Final,Lotus,ONSIDE GAMING,13,Gen.G Global Academy,10,Deadlock,ONSIDE GAMING,Awayk,Sentinel,12,14,6,156,102,0.97,74,1,2,-1,0.48,38,1,0,1,0,1,1,0,0,0,41,4,0
VCK Split 1,252177,647401,Playoffs: Grand Final,Lotus,ONSIDE GAMING,13,Gen.G Global Academy,10,Fade,ONSIDE GAMING,Cloudy,Initiator,15,14,7,182,111,0.93,74,2,1,1,0.68,36,3,0,0,0,0,0,0,0,0,48,3,0
VCK Split 1,252177,647401,Playoffs: Grand Final,Bind,ONSIDE GAMING,13,Gen.G Global Academy,4,Skye,ONSIDE GAMING,Cloudy,Initiator,11,8,8,167,86,1.15,88,3,0,3,1.04,24,2,0,0,0,1,0,0,0,0,38,4,0
VCK Split 1,252177,647401,Playoffs: Grand Final,Breeze,ONSIDE GAMING,14,Gen.G Global Academy,12,Sova,ONSIDE GAMING,Cloudy,Initiator,15,18,4,165,120,0.82,62,3,3,0,0.33,26,4,0,0,0,1,0,0,0,0,44,2,0
