League,game_id,match_id,phase,map_name,team1_name,team1_score,team2_name,team2_score,agents,player_team,player_name,role,kills,deaths,assists,acs,adr,rating,kast,first_kills,first_deaths,fk_diff,RIV,hs_pct,k2,k3,k4,k5,clutch_1v1,clutch_1v2,clutch_1v3,clutch_1v4,clutch_1v5,econ,plants,defuses
VCK Split 1,254298,626302,Group Stage: Week 2,Split,Dplus Esports,11,T1 Academy,13,Fade,Dplus Esports,JaXe,Initiator,15,17,5,174,121,0.83,71,1,1,0,0.38,28,4,0,0,0,0,1,0,0,0,48,4,1
VCK Split 1,254298,626302,Group Stage: Week 2,Haven,Dplus Esports,3,T1 Academy,13,Sova,Dplus Esports,JaXe,Initiator,10,15,4,184,128,0.82,69,0,2,-2,0.12,24,2,0,0,0,0,0,0,0,0,47,5,0
VCK Split 1,254298,626302,Group Stage: Week 2,Split,Dplus Esports,11,T1 Academy,13,Raze,Dplus Esports,Ramgi,Duelist,22,21,8,302,199,1.35,75,4,2,2,0.07,26,3,1,1,0,1,0,0,0,0,74,0,0
VCK Split 1,254298,626302,Group Stage: Week 2,Split,Dplus Esports,11,T1 Academy,13,Yoru,Dplus Esports,Kally,Duelist,16,20,5,187,124,0.74,67,2,4,-2,0.22,28,4,1,0,0,0,0,0,0,0,43,0,0
VCK Split 1,254298,626302,Group Stage: Week 2,Haven,Dplus Esports,3,T1 Academy,13,Yoru,Dplus Esports,Kally,Duelist,13,15,2,232,145,0.93,63,2,1,1,0.05,38,4,0,0,0,0,0,0,0,0,54,0,0
VCK Split 1,254298,626302,Group Stage: Week 2,Haven,Dplus Esports,3,T1 Academy,13,Neon,Dplus Esports,Ramgi,Duelist,5,14,2,92,56,0.31,56,0,5,-5,0.27,36,0,0,0,0,0,0,0,0,0,24,0,0
VCK Split 1,254298,626302,Group Stage: Week 2,Split,Dplus Esports,11,T1 Academy,13,Omen,Dplus Esports,shu,Controller,20,14,5,210,123,1.2,79,1,2,-1,0.75,49,5,2,0,0,1,0,0,0,0,52,3,0
VCK Split 1,254298,626302,Group Stage: Week 2,Split,Dplus Esports,11,T1 Academy,13,Viper,Dplus Esports,CabezA,Controller,11,19,10,145,114,0.67,67,1,6,-5,0.25,19,3,0,0,0,2,0,0,0,0,50,1,1
VCK Split 1,254298,626302,Group Stage: Week 2,Haven,Dplus Esports,3,T1 Academy,13,Omen,Dplus Esports,shu,Controller,9,14,4,181,111,0.61,69,0,3,-3,0.22,42,1,1,0,0,0,0,0,0,0,46,0,0
VCK Split 1,254299,626302,Group Stage: Week 2,Haven,Dplus Esports,3,T1 Academy,13,Cypher,T1 Academy,DH,Sentinel,13,9,5,221,161,1.29,88,2,0,2,0.87,32,0,2,0,0,1,0,0,0,0,58,0,1
VCK Split 1,254299,626302,Group Stage: Week 2,Split,Dplus Esports,11,T1 Academy,13,Skye,T1 Academy,Gnadel,Initiator,15,18,5,167,106,0.84,79,3,0,3,0.40,17,4,0,0,0,0,0,0,0,0,46,3,0
VCK Split 1,254299,626302,Group Stage: Week 2,Haven,Dplus Esports,3,T1 Academy,13,Sova,T1 Academy,Gnadel,Initiator,10,8,6,159,135,1.08,63,2,2,0,0.92,44,1,1,0,0,0,0,0,0,0,63,1,0
VCK Split 1,254299,626302,Group Stage: Week 2,Split,Dplus Esports,11,T1 Academy,13,Neon,T1 Academy,Pkm,Duelist,20,18,3,219,137,1.01,75,4,2,2,0.48,22,5,1,0,0,1,0,0,0,0,49,2,1
VCK Split 1,254299,626302,Group Stage: Week 2,Split,Dplus Esports,11,T1 Academy,13,Waylay,T1 Academy,Satoru,Duelist,14,17,6,150,86,0.83,67,3,4,-1,0.44,12,2,1,0,0,1,1,0,0,0,35,1,1
VCK Split 1,254299,626302,Group Stage: Week 2,Haven,Dplus Esports,3,T1 Academy,13,Yoru,T1 Academy,Satoru,Duelist,17,8,5,291,182,1.62,88,5,2,3,0.92,28,4,1,0,0,0,0,0,0,0,81,1,1
VCK Split 1,254299,626302,Group Stage: Week 2,Haven,Dplus Esports,3,T1 Academy,13,Neon,T1 Academy,Pkm,Duelist,19,10,2,306,184,1.34,88,2,0,2,0.73,25,2,3,0,0,0,0,0,0,0,83,0,0
VCK Split 1,254299,626302,Group Stage: Week 2,Split,Dplus Esports,11,T1 Academy,13,Viper,T1 Academy,DH,Controller,26,16,7,311,200,1.44,79,3,1,2,0.73,40,1,5,0,0,0,0,0,0,0,88,0,1
VCK Split 1,254299,626302,Group Stage: Week 2,Split,Dplus Esports,11,T1 Academy,13,Omen,T1 Academy,DarK,Controller,16,15,12,188,124,1.08,83,2,2,0,0.80,41,1,2,0,0,1,0,0,0,0,54,3,0
VCK Split 1,254299,626302,Group Stage: Week 2,Haven,Dplus Esports,3,T1 Academy,13,Omen,T1 Academy,DarK,Controller,12,9,17,185,122,1.33,94,1,0,1,1.16,13,3,0,0,0,1,0,0,0,0,52,2,1
VCK Split 1,254300,626301,Group Stage: Week 2,Haven,Mir Gaming,13,DRX Academy,9,Cypher,DRX Academy,rolex,Sentinel,19,15,3,242,158,1.01,68,2,1,1,0.52,29,2,1,1,0,0,0,1,0,0,63,0,0
VCK Split 1,254300,626301,Group Stage: Week 2,Bind,Mir Gaming,9,DRX Academy,13,KAY/O,DRX Academy,Athan,Initiator,19,11,14,250,172,1.58,86,3,1,2,1.13,21,3,1,0,0,1,0,0,0,0,70,4,1
VCK Split 1,254300,626301,Group Stage: Week 2,Abyss,Mir Gaming,2,DRX Academy,13,KAY/O,DRX Academy,Athan,Initiator,17,7,12,311,189,1.85,100,2,0,2,1.00,26,2,3,0,0,0,0,0,0,0,85,1,1
VCK Split 1,254300,626301,Group Stage: Week 2,Haven,Mir Gaming,13,DRX Academy,9,Tejo,DRX Academy,Cloy,Initiator,17,15,3,211,161,1,73,2,2,0,0.61,37,3,1,0,0,0,0,0,0,0,80,1,2
VCK Split 1,254300,626301,Group Stage: Week 2,Haven,Mir Gaming,13,DRX Academy,9,Skye,DRX Academy,Athan,Initiator,9,16,4,116,80,0.64,77,1,2,-1,0.34,42,1,0,0,0,0,0,0,0,0,35,4,0
VCK Split 1,254300,626301,Group Stage: Week 2,Bind,Mir Gaming,9,DRX Academy,13,Tejo,DRX Academy,Cloy,Initiator,9,15,3,126,83,0.64,55,1,1,0,0.15,23,2,1,0,0,0,0,0,0,0,29,1,0
VCK Split 1,254300,626301,Group Stage: Week 2,Abyss,Mir Gaming,2,DRX Academy,13,Tejo,DRX Academy,Cloy,Initiator,15,8,3,243,166,1.34,87,0,1,-1,0.87,38,4,1,0,0,0,0,0,0,0,65,7,0
VCK Split 1,254300,626301,Group Stage: Week 2,Haven,Mir Gaming,13,DRX Academy,9,Neon,DRX Academy,Kyra,Duelist,11,16,5,158,114,0.66,68,5,6,-1,0.55,27,2,0,0,0,0,0,0,0,0,51,0,0
VCK Split 1,254300,626301,Group Stage: Week 2,Bind,Mir Gaming,9,DRX Academy,13,Waylay,DRX Academy,Kyra,Duelist,21,15,5,263,158,1.24,82,7,4,3,0.84,22,3,3,0,0,0,0,0,0,0,61,0,0
VCK Split 1,254300,626301,Group Stage: Week 2,Abyss,Mir Gaming,2,DRX Academy,13,Waylay,DRX Academy,Kyra,Duelist,5,13,11,151,121,0.47,73,1,2,-1,0.57,18,0,0,0,0,0,0,0,0,0,42,2,0
VCK Split 1,254301,626301,Group Stage: Week 2,Haven,Mir Gaming,13,DRX Academy,9,Omen,DRX Academy,apeX,Controller,20,16,10,241,141,1.19,86,0,1,-1,0.61,20,2,2,0,0,0,0,0,0,0,58,1,0
VCK Split 1,254301,626301,Group Stage: Week 2,Bind,Mir Gaming,9,DRX Academy,13,Brimstone,DRX Academy,apeX,Controller,14,11,16,201,129,1.2,82,2,1,1,1.03,28,1,1,0,0,0,0,0,0,0,55,3,0
VCK Split 1,254301,626301,Group Stage: Week 2,Bind,Mir Gaming,9,DRX Academy,13,Viper,DRX Academy,rolex,Controller,11,12,2,137,88,0.81,64,1,1,0,0.52,57,0,0,1,0,0,0,0,0,0,34,2,0
VCK Split 1,254301,626301,Group Stage: Week 2,Abyss,Mir Gaming,2,DRX Academy,13,Astra,DRX Academy,rolex,Controller,19,5,9,331,202,2.05,93,2,0,2,1.03,21,3,2,1,0,1,0,1,0,0,97,0,0
VCK Split 1,254301,626301,Group Stage: Week 2,Abyss,Mir Gaming,2,DRX Academy,13,Omen,DRX Academy,apeX,Controller,13,10,2,219,123,0.98,67,4,3,1,0.65,24,2,0,1,0,0,1,0,0,0,42,1,0
VCK Split 1,254301,626301,Group Stage: Week 2,Haven,Mir Gaming,13,DRX Academy,9,Cypher,Mir Gaming,Midro,Sentinel,15,14,7,191,127,1.27,59,1,0,1,0.31,17,4,1,0,0,1,0,0,0,0,49,0,1
VCK Split 1,254301,626301,Group Stage: Week 2,Abyss,Mir Gaming,2,DRX Academy,13,Cypher,Mir Gaming,Midro,Sentinel,10,13,4,189,115,0.89,60,3,3,0,0.26,18,2,0,0,0,0,0,0,0,0,49,0,0
VCK Split 1,254301,626301,Group Stage: Week 2,Haven,Mir Gaming,13,DRX Academy,9,Sova,Mir Gaming,Axe1,Initiator,10,17,6,125,79,0.62,64,3,3,0,0.30,17,1,0,0,0,0,0,0,0,0,31,2,2
VCK Split 1,254301,626301,Group Stage: Week 2,Bind,Mir Gaming,9,DRX Academy,13,Fade,Mir Gaming,Axe1,Initiator,8,15,3,111,82,0.56,55,1,2,-1,0.21,16,2,0,0,0,0,0,0,0,0,34,1,0
VCK Split 1,254301,626301,Group Stage: Week 2,Abyss,Mir Gaming,2,DRX Academy,13,Sova,Mir Gaming,Axe1,Initiator,3,15,4,108,96,0.21,47,0,2,-2,0.00,37,0,0,0,0,0,0,0,0,0,43,1,0
VCK Split 1,254302,626301,Group Stage: Week 2,Haven,Mir Gaming,13,DRX Academy,9,Yoru,Mir Gaming,51,Duelist,18,14,12,229,155,1.37,68,4,3,1,0.75,34,5,1,0,0,2,0,0,0,0,59,1,1
VCK Split 1,254302,626301,Group Stage: Week 2,Haven,Mir Gaming,13,DRX Academy,9,Neon,Mir Gaming,Kellan,Duelist,22,17,8,278,167,1.25,73,2,3,-1,0.48,16,1,4,0,0,1,0,0,0,0,63,1,0
VCK Split 1,254302,626301,Group Stage: Week 2,Bind,Mir Gaming,9,DRX Academy,13,Waylay,Mir Gaming,Kellan,Duelist,18,14,1,240,158,1.18,59,3,4,-1,0.42,29,2,3,0,0,0,0,0,0,0,66,1,0
VCK Split 1,254302,626301,Group Stage: Week 2,Bind,Mir Gaming,9,DRX Academy,13,Yoru,Mir Gaming,51,Duelist,13,17,1,151,85,0.7,64,2,3,-1,0.21,23,4,0,0,0,0,0,0,0,0,33,1,1
VCK Split 1,254302,626301,Group Stage: Week 2,Abyss,Mir Gaming,2,DRX Academy,13,Waylay,Mir Gaming,Kellan,Duelist,14,14,2,271,166,1.03,73,3,3,0,0.21,41,3,1,0,0,0,0,0,0,0,69,0,0
VCK Split 1,254302,626301,Group Stage: Week 2,Abyss,Mir Gaming,2,DRX Academy,13,Yoru,Mir Gaming,51,Duelist,9,13,3,190,125,0.75,53,0,1,-1,0.07,19,2,0,0,0,0,0,0,0,0,56,0,1
VCK Split 1,254302,626301,Group Stage: Week 2,Haven,Mir Gaming,13,DRX Academy,9,Omen,Mir Gaming,wezzy,Controller,13,14,9,169,93,0.96,68,2,1,1,0.50,30,4,0,0,0,0,0,0,0,0,41,2,1
VCK Split 1,254302,626301,Group Stage: Week 2,Bind,Mir Gaming,9,DRX Academy,13,Viper,Mir Gaming,Midro,Controller,10,12,8,149,105,0.93,59,0,2,-2,0.47,24,1,1,0,0,1,0,0,0,0,52,0,1
VCK Split 1,254302,626301,Group Stage: Week 2,Bind,Mir Gaming,9,DRX Academy,13,Brimstone,Mir Gaming,wezzy,Controller,15,16,4,196,126,0.87,77,2,3,-1,0.45,42,3,1,0,0,0,0,0,0,0,48,2,0
VCK Split 1,254302,626301,Group Stage: Week 2,Abyss,Mir Gaming,2,DRX Academy,13,Astra,Mir Gaming,wezzy,Controller,7,14,5,135,88,0.63,67,0,0,0,0.18,8,0,0,0,0,0,0,0,0,0,35,0,0
VCK Split 1,254304,626300,Group Stage: Week 2,Corrode,FEARX,5,ONSIDE GAMING,13,Sage,FEARX,Yusung,Sentinel,12,15,6,191,125,1.02,67,0,1,-1,0.14,39,1,1,0,0,1,0,0,0,0,54,1,0
VCK Split 1,254304,626300,Group Stage: Week 2,Corrode,FEARX,5,ONSIDE GAMING,13,Veto,FEARX,Zayn,Sentinel,11,15,2,179,101,0.85,56,1,2,-1,-0.02,41,2,0,1,0,0,0,0,0,0,40,1,0
VCK Split 1,254304,626300,Group Stage: Week 2,Breeze,FEARX,8,ONSIDE GAMING,13,Sova,FEARX,Felix,Initiator,13,16,4,179,118,0.82,81,0,1,-1,0.33,30,3,0,0,0,0,0,0,0,0,55,5,0
VCK Split 1,254304,626300,Group Stage: Week 2,Corrode,FEARX,5,ONSIDE GAMING,13,Fade,FEARX,Felix,Initiator,9,14,1,144,95,0.68,72,1,1,0,0.29,32,1,0,0,0,0,0,0,0,0,38,2,1
VCK Split 1,254304,626300,Group Stage: Week 2,Breeze,FEARX,8,ONSIDE GAMING,13,Neon,FEARX,Day1,Duelist,16,16,3,204,131,1,76,4,4,0,0.50,19,3,1,0,0,0,0,0,0,0,52,0,1
VCK Split 1,254304,626300,Group Stage: Week 2,Breeze,FEARX,8,ONSIDE GAMING,13,Yoru,FEARX,Distinct,Duelist,12,19,1,164,102,0.54,48,2,4,-2,-0.11,32,2,1,0,0,0,0,0,0,0,32,0,0
VCK Split 1,254304,626300,Group Stage: Week 2,Corrode,FEARX,5,ONSIDE GAMING,13,Waylay,FEARX,Day1,Duelist,7,16,4,129,94,0.36,56,2,8,-6,0.31,31,0,0,1,0,0,0,0,0,0,36,0,1
VCK Split 1,254304,626300,Group Stage: Week 2,Breeze,FEARX,8,ONSIDE GAMING,13,Viper,FEARX,Zayn,Controller,22,16,2,285,208,1.4,62,2,1,1,0.29,49,6,0,1,0,0,0,0,0,0,90,0,0
VCK Split 1,254304,626300,Group Stage: Week 2,Breeze,FEARX,8,ONSIDE GAMING,13,Astra,FEARX,empty,Controller,5,16,5,74,47,0.45,52,1,2,-1,0.03,27,0,0,0,0,1,0,0,0,0,17,1,0
VCK Split 1,254304,626300,Group Stage: Week 2,Corrode,FEARX,5,ONSIDE GAMING,13,Omen,FEARX,empty,Controller,11,17,3,196,120,0.77,56,1,1,0,-0.21,32,2,1,0,0,0,0,0,0,0,48,0,0
VCK Split 1,254305,626300,Group Stage: Week 2,Breeze,FEARX,8,ONSIDE GAMING,13,Sova,ONSIDE GAMING,Cloudy,Initiator,15,11,3,185,135,1.22,81,1,0,1,0.79,52,2,1,0,0,0,1,0,0,0,67,3,1
VCK Split 1,254305,626300,Group Stage: Week 2,Corrode,FEARX,5,ONSIDE GAMING,13,Fade,ONSIDE GAMING,Cloudy,Initiator,14,10,6,193,133,1.16,78,1,0,1,0.86,34,1,1,0,0,0,0,0,0,0,62,6,0
VCK Split 1,254305,626300,Group Stage: Week 2,Breeze,FEARX,8,ONSIDE GAMING,13,Yoru,ONSIDE GAMING,Awayk,Duelist,18,16,2,212,135,0.97,67,3,2,1,0.46,35,6,1,0,0,0,0,0,0,0,48,0,0
VCK Split 1,254305,626300,Group Stage: Week 2,Breeze,FEARX,8,ONSIDE GAMING,13,Jett,ONSIDE GAMING,Faither,Duelist,12,15,5,165,114,0.77,71,1,5,-4,0.51,8,1,1,0,0,1,0,0,0,0,45,0,0
VCK Split 1,254305,626300,Group Stage: Week 2,Corrode,FEARX,5,ONSIDE GAMING,13,Yoru,ONSIDE GAMING,Awayk,Duelist,20,13,3,313,239,1.41,61,5,0,5,0.50,47,2,3,1,0,0,0,0,0,0,84,0,0
VCK Split 1,254305,626300,Group Stage: Week 2,Corrode,FEARX,5,ONSIDE GAMING,13,Waylay,ONSIDE GAMING,Faither,Duelist,13,9,3,203,136,1.22,78,3,3,0,0.85,29,3,1,0,0,0,0,0,0,0,64,0,1
VCK Split 1,254305,626300,Group Stage: Week 2,Breeze,FEARX,8,ONSIDE GAMING,13,Astra,ONSIDE GAMING,Ray,Controller,23,15,6,321,216,1.34,86,6,0,6,0.81,22,5,0,1,0,0,0,0,0,0,81,1,0
VCK Split 1,254305,626300,Group Stage: Week 2,Breeze,FEARX,8,ONSIDE GAMING,13,Viper,ONSIDE GAMING,Wolverine,Controller,15,11,8,190,135,1.23,76,1,2,-1,0.87,36,2,2,0,0,0,1,0,0,0,64,2,1
VCK Split 1,254305,626300,Group Stage: Week 2,Corrode,FEARX,5,ONSIDE GAMING,13,Viper,ONSIDE GAMING,Wolverine,Controller,20,9,12,298,207,1.58,83,3,1,2,1.18,31,5,1,0,0,1,0,0,0,0,112,0,0
VCK Split 1,254305,626300,Group Stage: Week 2,Corrode,FEARX,5,ONSIDE GAMING,13,Omen,ONSIDE GAMING,Ray,Controller,10,9,3,146,100,0.97,72,1,1,0,0.76,24,0,1,0,0,0,0,0,0,0,49,0,0
VCK Split 1,254306,626299,Group Stage: Week 2,Haven,Gen.G Global Academy,13,DRX Academy,10,Cypher,DRX Academy,rolex,Sentinel,13,14,2,169,113,0.99,57,1,1,0,0.24,36,3,1,0,0,1,0,0,0,0,46,0,0
VCK Split 1,254306,626299,Group Stage: Week 2,Abyss,Gen.G Global Academy,13,DRX Academy,10,KAY/O,DRX Academy,Athan,Initiator,14,18,7,168,105,0.87,65,3,1,2,0.24,19,2,0,1,0,0,0,0,0,0,39,2,0
VCK Split 1,254306,626299,Group Stage: Week 2,Haven,Gen.G Global Academy,13,DRX Academy,10,Tejo,DRX Academy,Cloy,Initiator,19,19,4,244,168,1.04,74,3,3,0,0.27,25,5,1,0,0,0,0,0,0,0,66,4,2
VCK Split 1,254306,626299,Group Stage: Week 2,Haven,Gen.G Global Academy,13,DRX Academy,10,Skye,DRX Academy,Athan,Initiator,9,18,12,125,84,0.62,78,2,2,0,0.38,16,0,0,0,0,0,0,0,0,0,31,1,2
VCK Split 1,254306,626299,Group Stage: Week 2,Abyss,Gen.G Global Academy,13,DRX Academy,10,Tejo,DRX Academy,Cloy,Initiator,12,18,7,170,125,0.77,61,0,2,-2,0.06,22,3,0,0,0,0,0,0,0,0,44,5,1
VCK Split 1,254306,626299,Group Stage: Week 2,Haven,Gen.G Global Academy,13,DRX Academy,10,Neon,DRX Academy,Kyra,Duelist,12,21,3,134,91,0.57,70,4,3,1,0.09,17,2,0,0,0,0,1,0,0,0,30,0,0
VCK Split 1,254306,626299,Group Stage: Week 2,Abyss,Gen.G Global Academy,13,DRX Academy,10,Waylay,DRX Academy,Kyra,Duelist,20,20,4,231,147,1.06,83,6,4,2,0.44,29,6,0,0,0,0,0,0,0,0,48,1,0
VCK Split 1,254306,626299,Group Stage: Week 2,Haven,Gen.G Global Academy,13,DRX Academy,10,Omen,DRX Academy,apeX,Controller,25,16,9,293,185,1.45,78,2,2,0,0.71,26,5,2,0,0,0,0,0,0,0,72,0,1
VCK Split 1,254306,626299,Group Stage: Week 2,Abyss,Gen.G Global Academy,13,DRX Academy,10,Omen,DRX Academy,apeX,Controller,19,15,4,202,137,1.13,61,2,1,1,0.54,31,2,3,0,0,1,0,1,0,0,60,1,0
VCK Split 1,254306,626299,Group Stage: Week 2,Abyss,Gen.G Global Academy,13,DRX Academy,10,Astra,DRX Academy,rolex,Controller,11,16,13,157,100,0.88,65,2,2,0,0.37,21,2,0,0,0,0,0,0,0,0,41,1,1
VCK Split 1,254307,626299,Group Stage: Week 2,Haven,Gen.G Global Academy,13,DRX Academy,10,Killjoy,Gen.G Global Academy,Fric,Sentinel,28,14,1,312,188,1.51,87,3,2,1,0.93,28,4,2,1,0,0,1,1,0,0,75,1,2
VCK Split 1,254307,626299,Group Stage: Week 2,Haven,Gen.G Global Academy,13,DRX Academy,10,Sova,Gen.G Global Academy,KiTae,Initiator,26,14,12,361,239,1.7,87,1,0,1,0.80,19,6,0,0,1,0,0,0,0,0,107,2,1
VCK Split 1,254307,626299,Group Stage: Week 2,Abyss,Gen.G Global Academy,13,DRX Academy,10,Sova,Gen.G Global Academy,RgoN,Initiator,15,14,6,176,117,1.02,78,2,1,1,0.69,22,4,0,0,0,1,0,0,0,0,51,6,0
VCK Split 1,254307,626299,Group Stage: Week 2,Haven,Gen.G Global Academy,13,DRX Academy,10,Yoru,Gen.G Global Academy,Sovereign,Duelist,17,16,3,187,129,1,65,4,3,1,0.54,32,4,1,0,0,1,0,0,0,0,56,0,1
VCK Split 1,254307,626299,Group Stage: Week 2,Haven,Gen.G Global Academy,13,DRX Academy,10,Neon,Gen.G Global Academy,Raxcal,Duelist,11,18,6,147,95,0.61,74,3,5,-2,0.37,10,2,0,0,0,0,0,0,0,0,36,0,1
VCK Split 1,254307,626299,Group Stage: Week 2,Abyss,Gen.G Global Academy,13,DRX Academy,10,Yoru,Gen.G Global Academy,Raxcal,Duelist,23,13,4,271,167,1.45,83,2,3,-1,0.86,18,6,2,0,0,1,0,0,0,0,61,0,3
VCK Split 1,254307,626299,Group Stage: Week 2,Abyss,Gen.G Global Academy,13,DRX Academy,10,Waylay,Gen.G Global Academy,Sovereign,Duelist,17,17,4,194,117,0.86,74,2,3,-1,0.48,35,5,0,0,0,0,0,0,0,0,50,1,1
VCK Split 1,254307,626299,Group Stage: Week 2,Haven,Gen.G Global Academy,13,DRX Academy,10,Omen,Gen.G Global Academy,RgoN,Controller,6,16,11,85,59,0.56,78,0,2,-2,0.39,6,1,0,0,0,0,0,0,0,0,23,4,0
VCK Split 1,254307,626299,Group Stage: Week 2,Abyss,Gen.G Global Academy,13,DRX Academy,10,Omen,Gen.G Global Academy,KiTae,Controller,18,16,5,222,137,0.98,74,2,1,1,0.49,15,4,1,0,0,0,0,0,0,0,53,2,1
VCK Split 1,254307,626299,Group Stage: Week 2,Abyss,Gen.G Global Academy,13,DRX Academy,10,Astra,Gen.G Global Academy,Fric,Controller,14,16,6,192,127,0.9,61,2,5,-3,0.32,38,4,1,0,0,0,0,0,0,0,54,0,0
VCK Split 1,254308,626298,Group Stage: Week 2,Haven,Mir Gaming,12,Dplus Esports,14,Cypher,Dplus Esports,CabezA,Sentinel,20,18,9,226,159,1.18,69,3,2,1,0.51,25,5,1,0,0,0,0,0,0,0,58,2,1
VCK Split 1,254308,626298,Group Stage: Week 2,Pearl,Mir Gaming,7,Dplus Esports,13,Killjoy,Dplus Esports,CabezA,Sentinel,15,12,7,247,180,1.28,70,2,1,1,0.55,31,3,0,0,1,0,0,1,0,0,73,1,0
VCK Split 1,254308,626298,Group Stage: Week 2,Haven,Mir Gaming,12,Dplus Esports,14,Sova,Dplus Esports,JaXe,Initiator,20,15,9,214,141,1.21,77,1,2,-1,0.79,40,3,2,1,0,2,0,0,0,0,53,4,1
VCK Split 1,254308,626298,Group Stage: Week 2,Pearl,Mir Gaming,7,Dplus Esports,13,Fade,Dplus Esports,JaXe,Initiator,27,8,5,304,168,1.94,80,0,0,0,1.10,29,7,3,0,0,1,0,0,0,0,84,8,2
VCK Split 1,254308,626298,Group Stage: Week 2,Haven,Mir Gaming,12,Dplus Esports,14,Neon,Dplus Esports,Ramgi,Duelist,25,17,8,254,157,1.25,77,4,5,-1,0.93,27,3,4,0,0,0,1,0,0,0,58,0,0
VCK Split 1,254308,626298,Group Stage: Week 2,Haven,Mir Gaming,12,Dplus Esports,14,Yoru,Dplus Esports,Kally,Duelist,11,22,7,139,102,0.49,69,2,3,-1,0.00,26,1,0,0,0,0,0,0,0,0,34,1,0
VCK Split 1,254308,626298,Group Stage: Week 2,Pearl,Mir Gaming,7,Dplus Esports,13,Yoru,Dplus Esports,Kally,Duelist,14,15,9,215,129,0.91,70,3,4,-1,0.52,23,4,0,1,0,0,0,0,0,0,39,0,0
VCK Split 1,254308,626298,Group Stage: Week 2,Pearl,Mir Gaming,7,Dplus Esports,13,Neon,Dplus Esports,Ramgi,Duelist,15,17,7,222,136,0.73,80,4,4,0,0.55,21,3,1,0,0,0,0,0,0,0,45,1,0
VCK Split 1,254308,626298,Group Stage: Week 2,Haven,Mir Gaming,12,Dplus Esports,14,Omen,Dplus Esports,shu,Controller,20,20,19,217,145,1.14,85,2,2,0,0.69,37,4,1,0,0,0,0,0,0,0,52,3,0
VCK Split 1,254308,626298,Group Stage: Week 2,Pearl,Mir Gaming,7,Dplus Esports,13,Astra,Dplus Esports,shu,Controller,11,12,9,160,104,0.89,70,0,2,-2,0.63,13,3,0,0,0,0,0,0,0,0,47,1,0
VCK Split 1,254309,626298,Group Stage: Week 2,Haven,Mir Gaming,12,Dplus Esports,14,Cypher,Mir Gaming,Midro,Sentinel,16,17,4,177,126,0.97,65,0,1,-1,0.26,34,5,0,0,0,0,2,0,0,0,50,1,0
VCK Split 1,254309,626298,Group Stage: Week 2,Pearl,Mir Gaming,7,Dplus Esports,13,Killjoy,Mir Gaming,Midro,Sentinel,15,16,2,196,120,1.09,55,4,0,4,0.10,33,4,1,0,0,0,1,0,0,0,46,0,0
VCK Split 1,254309,626298,Group Stage: Week 2,Haven,Mir Gaming,12,Dplus Esports,14,Sova,Mir Gaming,Axe1,Initiator,18,21,4,181,113,0.78,65,1,3,-2,0.11,25,5,0,0,0,0,0,0,0,0,39,5,1
VCK Split 1,254309,626298,Group Stage: Week 2,Pearl,Mir Gaming,7,Dplus Esports,13,Fade,Mir Gaming,Axe1,Initiator,7,17,3,119,97,0.49,55,0,1,-1,-0.07,26,1,0,0,0,0,0,0,0,0,39,5,0
VCK Split 1,254309,626298,Group Stage: Week 2,Haven,Mir Gaming,12,Dplus Esports,14,Yoru,Mir Gaming,51,Duelist,23,21,7,226,140,1.06,81,6,4,2,0.62,33,5,1,0,0,0,0,0,0,0,44,0,1
VCK Split 1,254309,626298,Group Stage: Week 2,Haven,Mir Gaming,12,Dplus Esports,14,Neon,Mir Gaming,Kellan,Duelist,18,19,4,203,129,0.92,77,3,3,0,0.38,17,2,2,0,0,0,0,0,0,0,49,0,0
VCK Split 1,254309,626298,Group Stage: Week 2,Pearl,Mir Gaming,7,Dplus Esports,13,Yoru,Mir Gaming,51,Duelist,15,16,3,198,147,1.04,65,3,0,3,0.28,28,3,1,0,0,0,0,0,0,0,56,0,1
VCK Split 1,254309,626298,Group Stage: Week 2,Pearl,Mir Gaming,7,Dplus Esports,13,Neon,Mir Gaming,Kellan,Duelist,17,17,3,258,160,1,65,3,7,-4,0.23,15,4,0,0,1,0,0,1,0,0,65,0,1
VCK Split 1,254309,626298,Group Stage: Week 2,Haven,Mir Gaming,12,Dplus Esports,14,Omen,Mir Gaming,wezzy,Controller,17,18,9,204,134,1.05,69,4,1,3,0.39,33,5,0,0,0,0,0,0,0,0,51,1,1
VCK Split 1,254309,626298,Group Stage: Week 2,Pearl,Mir Gaming,7,Dplus Esports,13,Astra,Mir Gaming,wezzy,Controller,10,16,10,171,110,0.71,60,1,1,0,0.17,10,2,0,0,0,0,0,0,0,0,44,1,0
VCK Split 1,254310,626297,Group Stage: Week 2,Abyss,ARETE,3,T1 Academy,13,Cypher,ARETE,Rico,Sentinel,4,14,1,94,66,0.47,38,1,0,1,-0.14,46,0,0,0,0,0,0,0,0,0,31,0,0
VCK Split 1,254310,626297,Group Stage: Week 2,Bind,ARETE,8,T1 Academy,13,Fade,ARETE,xiongdi,Initiator,13,16,4,163,110,0.77,67,1,1,0,0.32,23,4,0,0,0,0,0,0,0,0,42,4,0
VCK Split 1,254310,626297,Group Stage: Week 2,Corrode,ARETE,13,T1 Academy,8,Fade,ARETE,xiongdi,Initiator,12,14,7,161,108,0.91,81,2,1,1,0.63,31,1,0,0,0,1,0,0,0,0,45,8,1
